20170624102529,5/1 ARM,0.035
20170624102529,30-Year Fixed-Rate Jumbo,0.03875
20170624102529,15-Year Fixed-Rate Jumbo,0.03625
20170624102529,7/1 ARM Jumbo,0.0325
20170624102529,10/1 ARM Jumbo,0.035
20170624102529,30-Year Fixed Rate,0.04
20170624102529,30-Year Fixed-Rate FHA,0.045
20170624102529,30-Year Fixed-Rate VA,0.0375
20170624102529,15-Year Fixed Rate,0.03375
20170624102529,7/1 ARM,0.03625
20170624102529,5/1 ARM,0.035
20170624102529,30-Year Fixed-Rate Jumbo,0.03875
